datetime,open,high,low,close,adj_close,volume,dividends,stock_splits,symbol
2025-06-05 09:30:00-04:00,5985.669921875,5989.3701171875,5985.669921875,5987.669921875,5987.669921875,0,0.0,0.0,^SPX
2025-06-05 09:31:00-04:00,5987.68994140625,5988.330078125,5975.06982421875,5977.3798828125,5977.3798828125,14187571,0.0,0.0,^SPX
2025-06-05 09:32:00-04:00,5976.580078125,5976.580078125,5971.419921875,5975.0400390625,5975.0400390625,11500137,0.0,0.0,^SPX
2025-06-05 09:33:00-04:00,5975.22998046875,5976.02978515625,5973.5498046875,5975.91015625,5975.91015625,10919807,0.0,0.0,^SPX
2025-06-05 09:34:00-04:00,5975.8798828125,5976.759765625,5973.6201171875,5974.81982421875,5974.81982421875,10527407,0.0,0.0,^SPX
2025-06-05 09:35:00-04:00,5975.330078125,5976.2001953125,5973.14013671875,5973.60009765625,5973.60009765625,5797036,0.0,0.0,^SPX
2025-06-05 09:37:00-04:00,5973.8701171875,5974.35986328125,5972.3701171875,5972.580078125,5972.580078125,22246667,0.0,0.0,^SPX
2025-06-05 09:38:00-04:00,5972.330078125,5973.509765625,5969.64013671875,5970.009765625,5970.009765625,7215989,0.0,0.0,^SPX
2025-06-05 09:39:00-04:00,5969.91015625,5969.91015625,5963.81005859375,5965.27001953125,5965.27001953125,9348403,0.0,0.0,^SPX
2025-06-05 09:40:00-04:00,5965.0498046875,5969.02978515625,5963.240234375,5969.02978515625,5969.02978515625,8566877,0.0,0.0,^SPX
2025-06-05 09:41:00-04:00,5969.02001953125,5971.14013671875,5967.39990234375,5971.1298828125,5971.1298828125,8729840,0.0,0.0,^SPX
2025-06-05 09:42:00-04:00,5971.2001953125,5971.81982421875,5968.52001953125,5968.64013671875,5968.64013671875,8927323,0.0,0.0,^SPX
2025-06-05 09:43:00-04:00,5968.56982421875,5968.56982421875,5966.1201171875,5966.41015625,5966.41015625,7513115,0.0,0.0,^SPX
2025-06-05 09:44:00-04:00,5966.259765625,5969.47021484375,5966.009765625,5968.669921875,5968.669921875,7390862,0.0,0.0,^SPX
2025-06-05 09:45:00-04:00,5968.509765625,5968.89013671875,5960.58984375,5960.81982421875,5960.81982421875,10216476,0.0,0.0,^SPX
2025-06-05 09:46:00-04:00,5960.75,5960.75,5955.81982421875,5958.06005859375,5958.06005859375,9480160,0.0,0.0,^SPX
2025-06-05 09:47:00-04:00,5958.0400390625,5958.0400390625,5954.169921875,5956.419921875,5956.419921875,8913511,0.0,0.0,^SPX
2025-06-05 09:48:00-04:00,5956.33984375,5958.7001953125,5954.56005859375,5958.66015625,5958.66015625,9219387,0.0,0.0,^SPX
2025-06-05 09:49:00-04:00,5958.509765625,5961.72998046875,5958.02978515625,5961.52001953125,5961.52001953125,7235214,0.0,0.0,^SPX
2025-06-05 09:50:00-04:00,5961.7099609375,5964.81005859375,5961.7001953125,5963.1298828125,5963.1298828125,8610069,0.0,0.0,^SPX
2025-06-05 09:51:00-04:00,5963.2001953125,5963.2001953125,5957.47021484375,5957.47021484375,5957.47021484375,8429452,0.0,0.0,^SPX
2025-06-05 09:52:00-04:00,5957.2001953125,5957.97998046875,5955.52978515625,5956.10009765625,5956.10009765625,7139006,0.0,0.0,^SPX
2025-06-05 09:53:00-04:00,5956.22998046875,5960.10986328125,5955.919921875,5958.85009765625,5958.85009765625,8045598,0.0,0.0,^SPX
