date,adj_close,close,high,low,open,volume,symbol
2020-06-15,288.9236145019531,297.1700134277344,298.9200134277344,288.75,290.0,5932900,MA
2020-06-16,296.03076171875,304.4800109863281,309.0899963378906,300.1099853515625,305.9100036621094,4013100,MA
2020-06-17,295.3306884765625,303.760009765625,307.4800109863281,303.0799865722656,305.0,2566400,MA
2020-06-18,296.3905334472656,304.8500061035156,305.1000061035156,300.5,301.8299865722656,2776600,MA
2020-06-19,288.2722473144531,296.5,309.5,296.5,309.5,4533500,MA
2020-06-22,295.99188232421875,304.44000244140625,304.95001220703125,297.7300109863281,299.6000061035156,3489200,MA
2020-06-23,298.36407470703125,306.8800048828125,310.42999267578125,304.4200134277344,307.0299987792969,3801500,MA
2020-06-24,285.851318359375,294.010009765625,305.5199890136719,293.05999755859375,305.0,5086000,MA
2020-06-25,289.7402648925781,298.010009765625,298.3900146484375,290.6700134277344,294.1600036621094,3294800,MA
2020-06-26,281.31085205078125,289.3399963378906,298.1099853515625,289.1700134277344,296.8800048828125,4922500,MA
2020-06-29,284.8012390136719,292.92999267578125,293.1499938964844,285.1499938964844,291.3399963378906,3642200,MA
2020-06-30,287.4944152832031,295.70001220703125,296.6000061035156,291.010009765625,293.0899963378906,4283500,MA
2020-07-01,292.8125915527344,301.1700134277344,303.2699890136719,295.1199951171875,295.9599914550781,3801300,MA
2020-07-02,294.0279235839844,302.4200134277344,306.8900146484375,301.30999755859375,304.3299865722656,3290100,MA
2020-07-06,297.09051513671875,305.57000732421875,307.32000732421875,303.1700134277344,306.6499938964844,3013300,MA
2020-07-07,291.5875244140625,299.9100036621094,307.7900085449219,299.3999938964844,303.19000244140625,3633100,MA
2020-07-08,292.21063232421875,300.1499938964844,301.5400085449219,297.3999938964844,300.9100036621094,4115000,MA
2020-07-09,286.7976989746094,294.5899963378906,300.7200012207031,290.55999755859375,299.6199951171875,5042800,MA
2020-07-10,287.85888671875,295.67999267578125,296.9599914550781,291.5,294.0,3030900,MA
2020-07-13,282.50439453125,290.17999267578125,298.6199951171875,290.0199890136719,297.8599853515625,4853700,MA
2020-07-14,291.04241943359375,298.95001220703125,299.1000061035156,288.6499938964844,292.0,4795900,MA
2020-07-15,297.6333312988281,305.7200012207031,306.7699890136719,301.3900146484375,303.0,5257300,MA
2020-07-16,291.4317626953125,299.3500061035156,303.5299987792969,298.9100036621094,302.9700012207031,3312100,MA
2020-07-17,296.0172119140625,304.05999755859375,305.239990234375,299.4100036621094,301.7300109863281,3169800,MA
2020-07-20,303.708251953125,311.9599914550781,314.989990234375,301.9200134277344,301.9200134277344,5279400,MA
2020-07-21,299.4635925292969,307.6000061035156,314.04998779296875,306.29998779296875,313.0,3562100,MA
2020-07-22,305.0809326171875,313.3699951171875,313.57000732421875,308.1300048828125,308.1300048828125,3303100,MA
2020-07-23,301.7027587890625,309.8999938964844,317.239990234375,308.7200012207031,313.54998779296875,3118500,MA
2020-07-24,298.80157470703125,306.9200134277344,310.7300109863281,304.5400085449219,306.4800109863281,2500300,MA
2020-07-27,300.69024658203125,308.8599853515625,310.0,306.0199890136719,307.05999755859375,2311600,MA
2020-07-28,298.22711181640625,306.3299865722656,310.20001220703125,306.0299987792969,308.5,2116300,MA
2020-07-29,301.1186218261719,309.29998779296875,311.6600036621094,304.1199951171875,304.5,3542400,MA
2020-07-30,300.8265686035156,309.0,312.82000732421875,303.0400085449219,304.0,3941600,MA
2020-07-31,300.36895751953125,308.5299987792969,310.0899963378906,305.6099853515625,310.0,4684400,MA
2020-08-03,304.3216247558594,312.5899963378906,313.5,309.29998779296875,311.0,3907800,MA
2020-08-04,306.0740051269531,314.3900146484375,315.69000244140625,311.1000061035156,312.5,3409200,MA
2020-08-05,319.323974609375,328.0,329.67999267578125,315.8699951171875,316.3699951171875,5677200,MA
2020-08-06,321.4074401855469,330.1400146484375,331.2200012207031,325.8999938964844,327.3999938964844,4839800,MA
2020-08-07,319.34344482421875,328.0199890136719,328.3299865722656,323.92999267578125,328.0,3662500,MA
2020-08-10,314.33941650390625,322.8800048828125,329.739990234375,321.8599853515625,327.19000244140625,3752100,MA
2020-08-11,319.8497009277344,328.5400085449219,334.54998779296875,323.5799865722656,325.0,5273300,MA
