datetime,open,high,low,close,adj_close,volume,dividends,stock_splits,symbol
2025-06-05 09:30:00-04:00,263.71,264.5,263.71,264.215,264.215,158707,0.0,0.0,CRM
2025-06-05 09:32:00-04:00,264.93,265.0442,264.6,264.845,264.845,71670,0.0,0.0,CRM
2025-06-05 09:33:00-04:00,264.88,265.0,264.5,264.86,264.86,22030,0.0,0.0,CRM
2025-06-05 09:34:00-04:00,264.865,264.89,264.485,264.53,264.53,24426,0.0,0.0,CRM
2025-06-05 09:35:00-04:00,264.53,265.0,264.4,264.975,264.975,18810,0.0,0.0,CRM
2025-06-05 09:37:00-04:00,265.35,265.35,264.76,264.87,264.87,63646,0.0,0.0,CRM
2025-06-05 09:38:00-04:00,265.0,265.01,264.71,264.83,264.83,14842,0.0,0.0,CRM
2025-06-05 09:39:00-04:00,264.795,264.795,263.955,264.255,264.255,18368,0.0,0.0,CRM
2025-06-05 09:40:00-04:00,264.21,264.4,264.02,264.34,264.34,29273,0.0,0.0,CRM
2025-06-05 09:41:00-04:00,264.28,264.94,264.28,264.89,264.89,33888,0.0,0.0,CRM
2025-06-05 09:42:00-04:00,264.83,264.95,264.545,264.545,264.545,16959,0.0,0.0,CRM
2025-06-05 09:43:00-04:00,264.58,264.75,264.5,264.6619,264.6619,12263,0.0,0.0,CRM
2025-06-05 09:44:00-04:00,264.66,265.045,264.66,264.96,264.96,28933,0.0,0.0,CRM
2025-06-05 09:45:00-04:00,264.95,264.96,264.11,264.145,264.145,27884,0.0,0.0,CRM
2025-06-05 09:46:00-04:00,264.145,264.145,263.66,263.83,263.83,22432,0.0,0.0,CRM
2025-06-05 09:47:00-04:00,263.73,263.935,263.635,263.935,263.935,14123,0.0,0.0,CRM
2025-06-05 09:48:00-04:00,263.82,263.97,263.67,263.95,263.95,40451,0.0,0.0,CRM
2025-06-05 09:49:00-04:00,263.91,264.17,263.8,264.17,264.17,12874,0.0,0.0,CRM
2025-06-05 09:50:00-04:00,264.2314,264.445,264.21,264.275,264.275,13375,0.0,0.0,CRM
2025-06-05 09:51:00-04:00,264.275,264.43,264.09,264.32,264.32,15693,0.0,0.0,CRM
2025-06-05 09:52:00-04:00,264.32,264.42,264.25,264.35,264.35,12090,0.0,0.0,CRM
2025-06-05 09:53:00-04:00,264.35,264.85,264.35,264.715,264.715,16317,0.0,0.0,CRM
2025-06-05 09:54:00-04:00,264.735,265.01,264.67,264.7845,264.7845,39920,0.0,0.0,CRM
2025-06-05 09:55:00-04:00,264.79,264.97,264.57,264.57,264.57,27559,0.0,0.0,CRM
2025-06-05 09:56:00-04:00,264.54,264.73,264.23,264.7,264.7,69554,0.0,0.0,CRM
2025-06-05 09:57:00-04:00,264.7,264.79,264.45,264.45,264.45,17326,0.0,0.0,CRM
2025-06-05 09:58:00-04:00,264.5,264.75,264.42,264.51,264.51,17418,0.0,0.0,CRM
2025-06-05 09:59:00-04:00,264.51,264.71,264.42,264.65,264.65,26618,0.0,0.0,CRM
2025-06-05 10:00:00-04:00,264.705,265.04,264.59,264.94,264.94,32433,0.0,0.0,CRM
2025-06-05 10:01:00-04:00,264.96,265.3,264.96,265.21,265.21,27905,0.0,0.0,CRM
2025-06-05 10:02:00-04:00,265.24,265.47,265.16,265.4,265.4,27227,0.0,0.0,CRM
2025-06-05 10:03:00-04:00,265.3,265.63,265.29,265.49,265.49,21690,0.0,0.0,CRM
2025-06-05 10:04:00-04:00,265.61,265.8,265.4,265.58,265.58,58717,0.0,0.0,CRM
2025-06-05 10:05:00-04:00,265.705,266.2,265.63,266.105,266.105,29611,0.0,0.0,CRM
2025-06-05 10:06:00-04:00,266.12,266.1999,265.79,265.84,265.84,26679,0.0,0.0,CRM
2025-06-05 10:07:00-04:00,265.83,265.94,265.66,265.76,265.76,16519,0.0,0.0,CRM
2025-06-05 10:08:00-04:00,265.81,265.9,265.67,265.745,265.745,16032,0.0,0.0,CRM
2025-06-05 10:09:00-04:00,265.745,265.76,265.57,265.61,265.61,15102,0.0,0.0,CRM
2025-06-05 10:10:00-04:00,265.65,265.8,265.62,265.64,265.64,38494,0.0,0.0,CRM
2025-06-05 10:11:00-04:00,265.685,265.91,265.52,265.6,265.6,32151,0.0,0.0,CRM
2025-06-05 10:12:00-04:00,265.63,265.79,265.53,265.75,265.75,18304,0.0,0.0,CRM
2025-06-05 10:13:00-04:00,265.745,265.76,265.51,265.655,265.655,15208,0.0,0.0,CRM
2025-06-05 10:14:00-04:00,265.655,265.68,265.25,265.385,265.385,13312,0.0,0.0,CRM
2025-06-05 10:15:00-04:00,265.405,265.455,265.25,265.25,265.25,12243,0.0,0.0,CRM
2025-06-05 10:16:00-04:00,265.27,265.339,265.15,265.339,265.339,12725,0.0,0.0,CRM
2025-06-05 10:17:00-04:00,265.3305,265.3305,264.84,265.0,265.0,30257,0.0,0.0,CRM
2025-06-05 10:18:00-04:00,264.86,264.99,264.81,264.865,264.865,33800,0.0,0.0,CRM
2025-06-05 10:19:00-04:00,264.88,265.06,264.86,264.99,264.99,21452,0.0,0.0,CRM
2025-06-05 10:20:00-04:00,264.96,265.22,264.86,265.07,265.07,28127,0.0,0.0,CRM
2025-06-05 10:21:00-04:00,265.07,265.425,264.98,265.42,265.42,16489,0.0,0.0,CRM
2025-06-05 10:22:00-04:00,265.405,265.8,265.31,265.8,265.8,19241,0.0,0.0,CRM
2025-06-05 10:23:00-04:00,265.86,266.2599,265.86,266.13,266.13,25451,0.0,0.0,CRM
2025-06-05 10:24:00-04:00,266.13,266.244,265.96,266.16,266.16,17554,0.0,0.0,CRM
2025-06-05 10:25:00-04:00,266.19,266.4,266.19,266.29,266.29,13072,0.0,0.0,CRM
2025-06-05 10:26:00-04:00,266.25,266.38,266.19,266.19,266.19,10363,0.0,0.0,CRM
2025-06-05 10:27:00-04:00,266.17,266.25,265.93,265.93,265.93,15131,0.0,0.0,CRM
2025-06-05 10:28:00-04:00,265.93,266.1,265.88,265.89,265.89,18084,0.0,0.0,CRM
2025-06-05 10:29:00-04:00,265.925,266.1,265.89,265.96,265.96,13814,0.0,0.0,CRM
2025-06-05 10:30:00-04:00,266.005,266.005,265.77,265.86,265.86,18322,0.0,0.0,CRM
2025-06-05 10:31:00-04:00,265.93,265.965,265.55,265.66,265.66,21110,0.0,0.0,CRM
2025-06-05 10:32:00-04:00,265.61,265.61,265.17,265.225,265.225,10387,0.0,0.0,CRM
2025-06-05 10:33:00-04:00,265.225,265.33,265.11,265.33,265.33,12172,0.0,0.0,CRM
2025-06-05 10:34:00-04:00,265.414,265.4499,265.21,265.355,265.355,9347,0.0,0.0,CRM
2025-06-05 10:35:00-04:00,265.415,265.77,265.0,265.28,265.28,30719,0.0,0.0,CRM
2025-06-05 10:36:00-04:00,265.35,265.79,265.26,265.79,265.79,15774,0.0,0.0,CRM
2025-06-05 10:37:00-04:00,265.68,266.27,265.68,266.02,266.02,46499,0.0,0.0,CRM
2025-06-05 10:38:00-04:00,266.2,266.41,266.01,266.285,266.285,26932,0.0,0.0,CRM
2025-06-05 10:39:00-04:00,266.305,266.5,266.1452,266.245,266.245,29142,0.0,0.0,CRM
2025-06-05 10:40:00-04:00,266.31,266.31,265.79,266.025,266.025,18286,0.0,0.0,CRM
2025-06-05 10:41:00-04:00,266.0402,266.88,266.02,266.73,266.73,33274,0.0,0.0,CRM
2025-06-05 10:42:00-04:00,266.725,267.08,266.38,266.45,266.45,29878,0.0,0.0,CRM
2025-06-05 10:43:00-04:00,266.44,266.55,266.32,266.35,266.35,12929,0.0,0.0,CRM
2025-06-05 10:44:00-04:00,266.15,266.195,266.12,266.12,266.12,12761,0.0,0.0,CRM
2025-06-05 10:45:00-04:00,266.195,266.47,266.15,266.27,266.27,18198,0.0,0.0,CRM
2025-06-05 10:46:00-04:00,266.32,266.835,266.32,266.62,266.62,22835,0.0,0.0,CRM
2025-06-05 10:47:00-04:00,266.67,266.84,266.45,266.549,266.549,25034,0.0,0.0,CRM
2025-06-05 10:48:00-04:00,266.57,266.6675,266.38,266.38,266.38,26383,0.0,0.0,CRM
2025-06-05 10:49:00-04:00,266.38,266.41,266.14,266.32,266.32,28026,0.0,0.0,CRM
2025-06-05 10:50:00-04:00,266.37,266.6,266.33,266.565,266.565,11686,0.0,0.0,CRM
2025-06-05 10:51:00-04:00,266.63,266.83,266.63,266.745,266.745,11145,0.0,0.0,CRM
2025-06-05 10:52:00-04:00,266.798,266.798,266.53,266.6815,266.6815,12141,0.0,0.0,CRM
2025-06-05 10:53:00-04:00,266.65,266.73,266.53,266.64,266.64,39782,0.0,0.0,CRM
2025-06-05 10:54:00-04:00,266.71,266.8,266.6121,266.7275,266.7275,16061,0.0,0.0,CRM
2025-06-05 10:55:00-04:00,266.725,266.7999,266.62,266.745,266.745,12369,0.0,0.0,CRM
2025-06-05 10:56:00-04:00,266.745,267.09,266.725,267.08,267.08,21968,0.0,0.0,CRM
2025-06-05 10:57:00-04:00,267.09,267.14,266.93,267.035,267.035,17276,0.0,0.0,CRM
2025-06-05 10:58:00-04:00,267.07,267.0802,266.97,266.99,266.99,4522,0.0,0.0,CRM
2025-06-05 10:59:00-04:00,267.015,267.275,267.015,267.275,267.275,20987,0.0,0.0,CRM
2025-06-05 11:00:00-04:00,267.31,267.31,266.97,266.97,266.97,26343,0.0,0.0,CRM
2025-06-05 11:01:00-04:00,266.97,267.1625,266.87,266.88,266.88,12511,0.0,0.0,CRM
2025-06-05 11:02:00-04:00,266.91,267.07,266.89,266.985,266.985,20594,0.0,0.0,CRM
2025-06-05 11:03:00-04:00,267.07,267.12,267.02,267.065,267.065,5117,0.0,0.0,CRM
2025-06-05 11:04:00-04:00,267.075,267.15,266.94,266.995,266.995,49502,0.0,0.0,CRM
2025-06-05 11:05:00-04:00,266.995,267.06,266.8232,266.96,266.96,23180,0.0,0.0,CRM
2025-06-05 11:06:00-04:00,267.0,267.18,266.81,266.9,266.9,26515,0.0,0.0,CRM
2025-06-05 11:07:00-04:00,266.93,266.9513,266.82,266.895,266.895,5892,0.0,0.0,CRM
2025-06-05 11:08:00-04:00,266.82,267.12,266.82,267.0,267.0,14208,0.0,0.0,CRM
2025-06-05 11:09:00-04:00,266.95,267.075,266.9,266.9,266.9,18403,0.0,0.0,CRM
2025-06-05 11:10:00-04:00,267.0126,267.19,266.92,267.05,267.05,36672,0.0,0.0,CRM
2025-06-05 11:11:00-04:00,267.04,267.11,266.975,267.06,267.06,7926,0.0,0.0,CRM
2025-06-05 11:12:00-04:00,267.04,267.2265,267.04,267.185,267.185,25112,0.0,0.0,CRM
2025-06-05 11:13:00-04:00,267.17,267.19,267.0,267.05,267.05,15378,0.0,0.0,CRM
2025-06-05 11:14:00-04:00,267.06,267.09,266.98,267.08,267.08,18790,0.0,0.0,CRM
2025-06-05 11:15:00-04:00,267.17,267.42,267.17,267.3725,267.3725,7159,0.0,0.0,CRM
